gobierno,presidente,inicio,fin,indicador,valor_inicio,valor_fin,unidad,fuente,nota
3,Alvaro Uribe I,2002-08-07,2006-08-07,Deuda_interna_PIB,sin dato publico,sin dato publico,% PIB,CGR Cuadro 2-2 inicia 2010,Pre-2010 no estandar.
3,Alvaro Uribe I,2002-08-07,2006-08-07,Deuda_externa_PIB,sin dato publico,sin dato publico,% PIB,CGR Cuadro 2-2 inicia 2010,Pre-2010 no estandar.
3,Alvaro Uribe I,2002-08-07,2006-08-07,Servicio_deuda_intereses_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie comparable 2002-2005,"Tasa de interes implicita subio a 10% entre 2005-2008 (MFMP 2025 pag.31)."
3,Alvaro Uribe I,2002-08-07,2006-08-07,Inversion_publica_PIB,sin dato publico,sin dato publico,% PIB,Sin serie comparable 2002-2006,Plan Nacional Desarrollo 'Hacia un Estado Comunitario' sin serie de inversion como % PIB.
3,Alvaro Uribe I,2002-08-07,2006-08-07,Gasto_personal_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie historica 2002-2005.
3,Alvaro Uribe I,2002-08-07,2006-08-07,Gasto_pensiones_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie estandar,"CEPAL Pension expenditure Colombia ~ 3,5% PIB hacia 2005 (estimacion)."
3,Alvaro Uribe I,2002-08-07,2006-08-07,SGP_transferencias_PIB,sin dato publico,sin dato publico,% PIB,Ley 715/2001 crea SGP,"Reporte SGP inicia con datos 2002-2003 pero sin serie % PIB consolidada pre-2007."
3,Alvaro Uribe I,2002-08-07,2006-08-07,Regalias_ingresos_PIB,sin dato publico,sin dato publico,% PIB,Regalias pre-2012,Sin serie comparable.
4,Alvaro Uribe II,2006-08-07,2010-08-07,Recaudo_tributario_total_PIB,sin dato publico,12.14,% PIB,BM Central Govt tax % PIB 2006-2010,"Serie BM: 2006 no disp; 2008=13,03; 2009=12,68; 2010=12,14. Minhaciencia datos oficiales no consolidados 2006-2010 en serie comparable con post-2010."
4,Alvaro Uribe II,2006-08-07,2010-08-07,Recaudo_renta_PIB,sin dato publico,sin dato publico,% PIB,DIAN sin serie comparable 2005-2010,DIAN 2005 + 2010, sin serie anual para Uribe II.
4,Alvaro Uribe II,2006-08-07,2010-08-07,Recaudo_IVA_PIB,sin dato publico,sin dato publico,% PIB,DIAN sin serie comparable.
4,Alvaro Uribe II,2006-08-07,2010-08-07,Recaudo_GMF_PIB,sin dato publico,sin dato publico,% PIB,DIAN sin serie comparable,"Reduccion a 2xmil en 2006 (Decreto 4714/2005)."
4,Alvaro Uribe II,2006-08-07,2010-08-07,Recaudo_tributario_cop_billones,sin dato publico,67.9,COP billones,Calculo: BM tax% x PIB DANE,PIB 2006=COP 419,0 bn; 2010=COP 559,4 bn (DANE base 2015).
4,Alvaro Uribe II,2006-08-07,2010-08-07,Balance_primario_GNC_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie comparable,"Cifras puntuales: 2008 superavit primario GNC ~ 0,4% PIB."
4,Alvaro Uribe II,2006-08-07,2010-08-07,Balance_total_GNC_PIB,sin dato publico,-4.56,% PIB,Minhaciencia sin serie oficial,"BM central govt netlending 2008=-5,72; 2009=-7,08; 2010=-4,56. Cracks 2008-2009."
4,Alvaro Uribe II,2006-08-07,2010-08-07,Deuda_publica_total_PIB,sin dato publico,47.3,% PIB,BM Central Govt debt % PIB 2008-2010,"BM 2008=65,25% (alto); 2009=69,00% (pico por crisis 2008-09); 2010=72,45% (recalibrado). SPNF CGR 2010=47,3% PIB. Conflicto: BM usa 'Central Government' con cobertura mas amplia."
4,Alvaro Uribe II,2006-08-07,2010-08-07,Deuda_interna_PIB,sin dato publico,33.7,% PIB,CGR Cuadro 2-2 deuda SPNF 2010,"2010 interna SPNF=33,7% PIB; externa=13,6% PIB (CGR)."
4,Alvaro Uribe II,2006-08-07,2010-08-07,Deuda_externa_PIB,sin dato publico,13.6,% PIB,CGR Cuadro 2-2 deuda SPNF 2010,"2010 externa SPNF=13,6% PIB."
4,Alvaro Uribe II,2006-08-07,2010-08-07,Servicio_deuda_intereses_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie comparable 2006-2010,"Tasa implicita promedio 9,6% deuda interna 2005-2024 (MFMP 2025 pag.32)."
4,Alvaro Uribe II,2006-08-07,2010-08-07,Inversion_publica_PIB,sin dato publico,sin dato publico,% PIB,Sin serie comparable 2006-2010.
4,Alvaro Uribe II,2006-08-07,2010-08-07,Gasto_personal_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie comparable.
4,Alvaro Uribe II,2006-08-07,2010-08-07,Gasto_pensiones_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie comparable.
4,Alvaro Uribe II,2006-08-07,2010-08-07,SGP_transferencias_PIB,sin dato publico,3.5,% PIB,DNP SGP distribuciones 2006-2010,Estimado: SGP paso de 2,5% a 3,5% PIB durante Uribe I-II.
4,Alvaro Uribe II,2006-08-07,2010-08-07,Regalias_ingresos_PIB,sin dato publico,sin dato publico,% PIB,Regalias pre-Ley 1530/2012,"Ingresos 2010 estimaciones ~ 1,5% PIB antes de reforma constitucional 2011."
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Recaudo_tributario_total_PIB,12.14,15.70,% PIB,BM Central Govt tax % PIB + Minhaciencia 2014,"2010=12,14; 2011=14,58; 2012=13,23; 2013=14,02; 2014=15,70. BM proxy cubre anos 2010-2014."
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Recaudo_renta_PIB,sin dato publico,sin dato publico,% PIB,DIAN sin serie comparable,"Datos puntuales: 2010 ~ 5,5% PIB; 2014 ~ 6,2% PIB (estimaciones)."
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Recaudo_IVA_PIB,sin dato publico,sin dato publico,% PIB,DIAN sin serie comparable,Estimado 2010-2014 ~ 4,0-5,0% PIB.
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Recaudo_GMF_PIB,sin dato publico,sin dato publico,% PIB,DIAN sin serie comparable,"Reduccion a 0 (eliminacion) 1999 no; GMF 4xmil en 2010 (Decreto 4054). Ley 1430/2010 y 1607/2012."
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Recaudo_tributario_cop_billones,67.9,123.4,COP billones,Calculo: % PIB x PIB DANE,PIB 2010=COP 559,4 bn; 2014=COP 786,0 bn (DANE base 2015). Recaudo 2010 ~ 67,9 bn; 2014 ~ 123,4 bn.
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Balance_primario_GNC_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia serie oficial inicia consistente post-2010,Superavit primario promedio 2010-2014 ~ 0,5% PIB.
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Balance_total_GNC_PIB,-4.56,-4.17,% PIB,BM Central Govt netlending 2010-2014,"2010=-4,56; 2011=-1,07; 2012=+2,77 (superavit SPNF); 2013=-5,53; 2014=-4,17."
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Deuda_publica_total_PIB,43.3,49.5,% PIB,CGR Cuadro 2-2 deuda SPNF 2010-2014,"SPNF 2010=47,3; 2011=43,3; 2012=40,9 (minimo); 2013=43,7; 2014=49,5. GNC BM 2014=47,98%."
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Deuda_interna_PIB,33.7,31.3,% PIB,CGR Cuadro 2-2,"2010 int=33,7; 2011=30,5; 2012=29,0; 2013=30,0; 2014=31,3."
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Deuda_externa_PIB,13.6,18.2,% PIB,CGR Cuadro 2-2,"2010 ext=13,6; 2011=12,8; 2012=11,9; 2013=13,8; 2014=18,2."
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Servicio_deuda_intereses_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie comparable 2010-2014,Intereses deuda interna 2014: 2,0% PIB (Memoria MH 2014).
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Inversion_publica_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie 2010-2014 consistente,Estimado: 2010-2014 inv GNC ~ 3,0-3,5% PIB.
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Gasto_personal_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia sin serie comparable,2010 ~ 1,8% PIB; 2014 ~ 2,0% PIB.
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Gasto_pensiones_PIB,sin dato publico,3.5,% PIB,Minhaciencia sin serie comparable 2010-2014,Estimado 2010-2014 ~ 3,3-3,5% PIB.
5,Juan Manuel Santos I,2010-08-07,2014-08-07,SGP_transferencias_PIB,3.5,3.8,% PIB,DNP SGP distribuciones 2010-2014,2010=3,5% PIB; 2014 ~ 3,8% PIB.
5,Juan Manuel Santos I,2010-08-07,2014-08-07,Regalias_ingresos_PIB,1.5,1.0,% PIB,DNP datos SGR 2010-2014 (post-Ley 1530/2012),2010 ~ 1,5% PIB ingresos; 2011 AL 005/2011; 2012 Ley 1530/2012 redistribuyo; 2014 ~ 1,0% PIB.
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Recaudo_tributario_total_PIB,15.70,14.61,% PIB,BM Central Govt tax % PIB 2015-2018 + Minhaciencia,"2014=15,70; 2015=15,80; 2016=14,39; 2017=14,85; 2018=14,61. BM proxy."
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Recaudo_renta_PIB,6.2,5.5,% PIB,DIAN Memorias Anuales 2014-2018 (estimacion),Estimado: 2014 ~ 6,2% PIB; 2018 ~ 5,5% PIB.
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Recaudo_IVA_PIB,5.0,5.2,% PIB,DIAN Memorias Anuales 2014-2018 (estimacion),Estimado: 2014 ~ 5,0% PIB; 2018 ~ 5,2% PIB.
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Recaudo_GMF_PIB,1.0,0.7,% PIB,DIAN Memorias Anuales 2014-2018 (estimacion),Estimado: GMF bajo de 1,0% a 0,7% PIB.
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Recaudo_tributario_cop_billones,123.4,150.2,COP billones,Calculo: % PIB x PIB DANE,PIB 2014=COP 786,0 bn; 2018=COP 1028,7 bn (DANE base 2015). Recaudo 2014 ~ 123,4 bn; 2018 ~ 150,2 bn.
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Balance_primario_GNC_PIB,sin dato publico,sin dato publico,% PIB,Minhaciencia serie oficial,Primario GNC 2014 ~ -0,3% PIB; 2018 ~ -1,4% PIB (estimaciones).
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Balance_total_GNC_PIB,-4.17,-2.61,% PIB,BM Central Govt netlending 2014-2018,"2014=-4,17; 2015=-1,41; 2016=-3,04; 2017=-2,20; 2018=-2,61. 2015 superavit primario por caida precio petroleo llevo a desbalance."
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Deuda_publica_total_PIB,49.5,58.4,% PIB,CGR Cuadro 2-2 deuda SPNF 2014-2018,"SPNF 2014=49,5; 2015=56,2; 2016=56,4; 2017=56,1; 2018=58,4. GNC BM 2018=71,65% (cifra conflicto)."
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Deuda_interna_PIB,31.3,34.8,% PIB,CGR Cuadro 2-2,"2014 int=31,3; 2015=31,0; 2016=32,2; 2017=33,1; 2018=34,8."
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Deuda_externa_PIB,18.2,23.6,% PIB,CGR Cuadro 2-2,"2014 ext=18,2; 2015=25,2; 2016=24,2; 2017=23,0; 2018=23,6."
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Servicio_deuda_intereses_PIB,2.0,3.2,% PIB,Minhaciencia Memorias 2014-2018 (estimacion),"2014=2,0% PIB; 2018 ~ 3,2% PIB. Tasa implicita global 7,4% entre 2010-2020 (MFMP 2025)."
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Inversion_publica_PIB,3.5,2.6,% PIB,Minhaciencia Memoria 2014-2018 (estimacion),Estimado 2014 ~ 3,5% PIB; 2018 ~ 2,6% PIB.
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Gasto_personal_PIB,2.0,2.3,% PIB,Minhaciencia Memoria 2014-2018,Estimado 2014 ~ 2,0% PIB; 2018 ~ 2,3% PIB.
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Gasto_pensiones_PIB,3.5,3.7,% PIB,Minhaciencia Memoria 2014-2018,Estimado 2014 ~ 3,5% PIB; 2018 ~ 3,7% PIB.
6,Juan Manuel Santos II,2014-08-07,2018-08-07,SGP_transferencias_PIB,3.8,3.5,% PIB,DNP SGP distribuciones 2014-2018 (Acto Legislativo 04/2007),2014=3,8% PIB; 2018 ~ 3,5% PIB.
6,Juan Manuel Santos II,2014-08-07,2018-08-07,Regalias_ingresos_PIB,1.0,1.0,% PIB,DNP SGR 2014-2018,2014 ~ 1,0% PIB ingresos; 2018 ~ 1,0% PIB.
7,Ivan Duque,2018-08-07,2022-08-07,Recaudo_tributario_total_PIB,14.61,15.26,% PIB,BM Central Govt tax % PIB 2018-2022 + CARF 2025,"2018=14,61; 2019=14,90; 2020=14,05; 2021=14,45; 2022=15,26."
7,Ivan Duque,2018-08-07,2022-08-07,Recaudo_renta_PIB,5.5,6.7,% PIB,DIAN Memorias + CARF 2025,"2018 ~ 5,5% PIB; 2019 ~ 6,3% PIB (promedio 2019-2022 segun CARF); 2022 ~ 6,7% PIB. Ley 2277/2022 impulso recaudo."
7,Ivan Duque,2018-08-07,2022-08-07,Recaudo_IVA_PIB,5.2,6.0,% PIB,DIAN Memorias + CARF 2025,2022: IVA interno ~ 3,9% + IVA externo ~ 2,1% = 6,0% PIB.
7,Ivan Duque,2018-08-07,2022-08-07,Recaudo_GMF_PIB,0.7,0.7,% PIB,DIAN Memorias 2018-2022 (estimacion),Duque mantuvo el GMF
